N;W(N)
0;0.03853804734842676
1;0.03915733678247821
2;0.04043547610776327
3;0.04245693912917495
4;0.045363060662547895
5;0.04937350253114458
6;0.05482294234493651
7;0.06222381284704075
8;0.0723759814925359
9;0.08656496873920054
10;0.10693454732583813
