N;W(N)
0;0.038461538461538464
1;0.05638397017707363
2;0.08989598811292719
3;0.1621983914209115
4;0.34971098265895956
5;0.8287671232876711
6;0.8287671232876715
7;0.34971098265895956
8;0.1621983914209115
9;0.08989598811292716
10;0.05638397017707363
