n;|x-x*|
1;0.21837970571039678
2;0.15288121814723998
3;0.10551277193804676
4;0.07201598391270303
5;0.04873286464669191
6;0.03275337721803018
7;0.021885775463214352
8;0.014541714398417449
9;0.00960055116978853
10;0.006286042730489938
11;0.004067199263751098
12;0.0025838627051862906
13;0.0015931366420518511
14;0.0009318342191780848
15;0.0004906013746203142
16;0.00019628386804471099
17;0.0
