n;|x-x*|
1;0.036091825748132744
2;0.035792397169787105
3;0.02405209733515612
4;0.01895534742755256
5;0.01402255197020652
6;0.010591897218979907
7;0.00789887232029518
8;0.005885543353474132
9;0.004353908645137294
10;0.003197647261711234
11;0.0023228232259245862
12;0.0016618692433150173
13;0.0011624399794299967
14;0.0007852003232043936
15;0.0005002844169997855
16;0.00028512847052131196
17;0.00012266565817042885
18;0.0
