k E(k)
0 109.14439305133195
1 30.040132865821818
2 8.356749721426866
3 2.3324904024329385
4 0.6512604441968506
5 0.18140559805313217
6 0.05052393310516834
7 0.014082562848273028
8 0.0039118543862883826
9 0.0010899236057468897
10 0.00030233215750286035
11 8.406663665994074e-05
12 2.3344783016909787e-05
13 6.432667134959047e-06
14 1.8300333266552116e-06
15 4.5840565121579857e-07
16 1.753299443407741e-07
17 0.0
