k E(k)
0 50.399927750109995
1 18.986207132060585
2 5.1177519178493185
3 1.4557447799339087
4 0.4066753711548614
5 0.1141384680130102
6 0.03191432272411987
7 0.00895313410059373
8 0.0024969781471497754
9 0.0007000610927860862
10 0.00019488980034054748
11 5.452054728039002e-05
12 1.5163162288445164e-05
13 4.2298463824863575e-06
14 1.1785403586372922e-06
15 3.249969751095705e-07
16 9.280397250677197e-08
17 2.3264817627932644e-08
18 8.93196272500063e-09
19 0.0
